,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
2,Mostly Cloudy,2012-07-09 06:51:00<br />,12.8,,-,47.0,,1011.9,25.0,2:51 AM,,16.1,Variable,5.6,0
3,Scattered Clouds,2012-07-09 07:51:00<br />,12.8,,-,48.0,,1011.8,24.4,3:51 AM,,16.1,NE,9.3,50
4,Scattered Clouds,2012-07-09 08:51:00<br />,12.2,,-,48.0,,1012.0,23.9,4:51 AM,,16.1,Variable,11.1,0
5,Clear,2012-07-09 09:51:00<br />,12.8,,-,53.0,,1012.7,22.8,5:51 AM,,16.1,NE,11.1,50
6,Mostly Cloudy,2012-07-09 10:51:00<br />,12.2,,-,50.0,,1013.6,23.3,6:51 AM,,16.1,NE,11.1,50
7,Mostly Cloudy,2012-07-09 11:51:00<br />,12.2,,-,51.0,,1013.8,22.8,7:51 AM,,16.1,NE,7.4,50
8,Mostly Cloudy,2012-07-09 12:51:00<br />,12.2,,-,48.0,,1014.1,23.9,8:51 AM,,16.1,ENE,13.0,70
9,Clear,2012-07-09 13:51:00<br />,11.7,,-,46.0,,1014.1,23.9,9:51 AM,,16.1,ENE,14.8,70
10,Clear,2012-07-09 14:51:00<br />,12.8,,-,47.0,,1014.0,25.0,10:51 AM,,16.1,Variable,9.3,0
11,Clear,2012-07-09 15:51:00<br />,11.7,,-,39.0,,1014.0,26.7,11:51 AM,,16.1,Calm,Calm,0
12,Clear,2012-07-09 16:51:00<br />,12.2,,-,37.0,,1013.8,28.3,12:51 PM,,16.1,Calm,Calm,0
13,Clear,2012-07-09 17:51:00<br />,11.7,,-,34.0,,1013.7,28.9,1:51 PM,,16.1,Variable,5.6,0
14,Mostly Cloudy,2012-07-09 18:51:00<br />,12.2,,-,35.0,,1013.3,28.9,2:51 PM,,16.1,Calm,Calm,0
15,Mostly Cloudy,2012-07-09 19:51:00<br />,15.0,,-,45.0,,1013.1,27.8,3:51 PM,,16.1,Variable,7.4,0
16,Partly Cloudy,2012-07-09 20:51:00<br />,14.4,,-,44.0,,1012.9,27.8,4:51 PM,,16.1,Variable,9.3,0
17,Partly Cloudy,2012-07-09 21:51:00<br />,14.4,,-,45.0,,1012.8,27.2,5:51 PM,,16.1,Calm,Calm,0
18,Partly Cloudy,2012-07-09 22:51:00<br />,15.0,,-,52.0,,1013.1,25.6,6:51 PM,,16.1,Calm,Calm,0
19,Partly Cloudy,2012-07-09 23:51:00<br />,14.4,,-,52.0,,1013.7,25.0,7:51 PM,,16.1,Variable,11.1,0
20,Mostly Cloudy,2012-07-10 00:51:00<br />,14.4,,-,54.0,,1013.9,24.4,8:51 PM,,16.1,Calm,Calm,0
21,Scattered Clouds,2012-07-10 01:51:00<br />,13.9,,-,53.0,,1014.7,23.9,9:51 PM,,16.1,Variable,5.6,0
22,Clear,2012-07-10 02:51:00<br />,13.9,,-,53.0,,1014.7,23.9,10:51 PM,,16.1,Calm,Calm,0
23,Clear,2012-07-10 03:51:00<br />,14.4,,-,57.0,,1014.7,23.3,11:51 PM,,16.1,WSW,7.4,240
0,Clear,2012-07-10 04:51:00<br />,14.4,,-,59.0,,1014.7,22.8,12:51 AM,,16.1,Calm,Calm,0
1,Overcast,2012-07-10 05:51:00<br />,14.4,,-,57.0,,1015.0,23.3,1:51 AM,,16.1,Calm,Calm,0
2,Overcast,2012-07-10 06:51:00<br />,15.0,,-,61.0,,1015.1,22.8,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-07-10 08:51:00<br />,15.6,,-,68.0,,1015.5,21.7,4:51 AM,,16.1,North,9.3,10
4,Clear,2012-07-10 09:51:00<br />,11.1,,-,51.0,,1016.2,21.7,5:51 AM,,16.1,Variable,5.6,0
5,Clear,2012-07-10 10:51:00<br />,12.2,,-,55.0,,1016.3,21.7,6:51 AM,,16.1,NE,5.6,40
6,Clear,2012-07-10 11:51:00<br />,10.0,,-,44.0,,1017.0,22.8,7:51 AM,,16.1,ENE,9.3,60
7,Clear,2012-07-10 12:51:00<br />,11.1,,-,46.0,,1017.1,23.3,8:51 AM,,16.1,ESE,7.4,120
8,Clear,2012-07-10 13:51:00<br />,12.2,,-,48.0,,1017.5,23.9,9:51 AM,,16.1,Variable,9.3,0
9,Overcast,2012-07-10 14:51:00<br />,12.8,,-,47.0,,1018.0,25.0,10:51 AM,,16.1,East,14.8,100
10,Clear,2012-07-10 15:51:00<br />,11.1,,-,38.0,,1017.8,26.7,11:51 AM,,16.1,ENE,13.0,70
11,Clear,2012-07-10 16:51:00<br />,9.4,,-,31.0,,1017.2,27.8,12:51 PM,,16.1,ENE,9.3,70
12,Clear,2012-07-10 17:51:00<br />,11.1,,-,31.0,,1016.6,30.0,1:51 PM,,16.1,NE,13.0,50
13,Clear,2012-07-10 18:51:00<br />,12.8,,-,35.0,,1016.4,30.0,2:51 PM,,16.1,Calm,Calm,0
14,Overcast,2012-07-10 19:51:00<br />,15.6,,-,49.0,,1016.3,27.2,3:51 PM,,16.1,North,-9999.0,0
15,Clear,2012-07-10 20:51:00<br />,16.1,,-,50.0,,1016.3,27.2,4:51 PM,,16.1,Variable,11.1,0
16,Clear,2012-07-10 21:51:00<br />,15.6,,-,49.0,,1015.9,27.2,5:51 PM,,16.1,SSE,9.3,150
17,Clear,2012-07-10 22:51:00<br />,15.0,,-,50.0,,1016.5,26.1,6:51 PM,,16.1,Variable,5.6,0
18,Clear,2012-07-10 23:51:00<br />,16.7,,-,60.0,,1016.6,25.0,7:51 PM,,16.1,Calm,Calm,0
19,Clear,2012-07-11 00:51:00<br />,17.2,,-,66.0,,1017.0,23.9,8:51 PM,,16.1,Calm,Calm,0
20,Mostly Cloudy,2012-07-11 01:51:00<br />,16.7,,-,62.0,,1018.1,24.4,9:51 PM,,16.1,Calm,Calm,0
21,Mostly Cloudy,2012-07-11 02:51:00<br />,15.6,,-,58.0,,1018.5,24.4,10:51 PM,,16.1,NNE,7.4,30
22,Clear,2012-07-11 03:51:00<br />,17.8,,-,71.0,,1018.6,23.3,11:51 PM,,16.1,Calm,Calm,0
0,Mostly Cloudy,2012-07-11 04:51:00<br />,18.9,,-,76.0,,1018.9,23.3,12:51 AM,,16.1,Calm,Calm,0
1,Scattered Clouds,2012-07-11 05:51:00<br />,16.1,,-,68.0,,1019.1,22.2,1:51 AM,,16.1,Calm,Calm,0
2,Overcast,2012-07-11 06:51:00<br />,16.7,,-,71.0,,1018.6,22.2,2:51 AM,,16.1,Calm,Calm,0
3,Partly Cloudy,2012-07-11 07:51:00<br />,16.7,,-,71.0,,1018.7,22.2,3:51 AM,,16.1,Calm,Calm,0
4,Mostly Cloudy,2012-07-11 08:51:00<br />,17.2,,-,71.0,,1019.0,22.8,4:51 AM,,16.1,Calm,Calm,0
5,Mostly Cloudy,2012-07-11 09:51:00<br />,17.2,,-,71.0,,1019.5,22.8,5:51 AM,,16.1,Calm,Calm,0
6,Mostly Cloudy,2012-07-11 10:51:00<br />,18.3,,-,76.0,,1021.2,22.8,6:51 AM,,16.1,Calm,Calm,0
7,Mostly Cloudy,2012-07-11 11:19:00<br />,18.9,,-,76.0,,1021.6,23.3,7:19 AM,,16.1,Calm,Calm,0
8,Overcast,2012-07-11 11:51:00<br />,18.9,,-,76.0,,1020.6,23.3,7:51 AM,,16.1,Calm,Calm,0
9,Mostly Cloudy,2012-07-11 12:51:00<br />,20.0,,-,76.0,,1020.8,24.4,8:51 AM,,16.1,East,5.6,80
10,Scattered Clouds,2012-07-11 13:13:00<br />,19.4,,-,71.0,,1021.9,25.0,9:13 AM,,16.1,Calm,Calm,0
11,Partly Cloudy,2012-07-11 13:51:00<br />,19.4,,-,68.0,,1021.1,25.6,9:51 AM,,16.1,Variable,5.6,0
12,Partly Cloudy,2012-07-11 14:51:00<br />,18.3,,-,60.0,,1021.0,26.7,10:51 AM,,16.1,SE,7.4,130
13,Mostly Cloudy,2012-07-11 15:51:00<br />,14.4,,-,45.0,,1021.0,27.2,11:51 AM,,16.1,Variable,5.6,0
14,Partly Cloudy,2012-07-11 16:51:00<br />,14.4,,-,41.0,,1021.2,28.9,12:51 PM,,16.1,North,-9999.0,0
15,Clear,2012-07-11 17:51:00<br />,15.0,,-,43.0,,1021.1,28.9,1:51 PM,,16.1,Variable,7.4,0
16,Partly Cloudy,2012-07-11 18:51:00<br />,15.0,,-,43.0,,1020.7,28.9,2:51 PM,,16.1,North,-9999.0,0
17,Clear,2012-07-11 19:51:00<br />,15.0,,-,45.0,,1020.8,27.8,3:51 PM,,16.1,Variable,5.6,0
18,Clear,2012-07-11 20:51:00<br />,16.1,,-,49.0,,1020.5,27.8,4:51 PM,,16.1,Variable,7.4,0
19,Partly Cloudy,2012-07-11 21:51:00<br />,15.6,,-,50.0,,1020.7,26.7,5:51 PM,,16.1,North,-9999.0,0
20,Clear,2012-07-11 22:51:00<br />,15.0,,-,50.0,,1020.7,26.1,6:51 PM,,16.1,SSE,13.0,150
21,Clear,2012-07-11 23:51:00<br />,15.0,,-,56.0,,1021.1,24.4,7:51 PM,,16.1,SSW,9.3,200
22,Scattered Clouds,2012-07-12 00:51:00<br />,15.6,,-,60.0,,1021.6,23.9,8:51 PM,,16.1,Variable,7.4,0
23,Clear,2012-07-12 01:51:00<br />,16.1,,-,64.0,,1021.9,23.3,9:51 PM,,16.1,Variable,5.6,0
24,Clear,2012-07-12 02:51:00<br />,16.7,,-,68.0,,1022.0,22.8,10:51 PM,,16.1,Variable,5.6,0
25,Clear,2012-07-12 03:51:00<br />,16.7,,-,68.0,,1022.1,22.8,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2012-07-12 04:51:00<br />,16.7,,-,68.0,,1022.3,22.8,12:51 AM,,16.1,Variable,5.6,0
1,Clear,2012-07-12 05:51:00<br />,17.2,,-,75.0,,1022.2,21.7,1:51 AM,,16.1,Variable,5.6,0
2,Overcast,2012-07-12 06:51:00<br />,17.2,,-,73.0,,1021.9,22.2,2:51 AM,,16.1,Calm,Calm,0
3,Scattered Clouds,2012-07-12 07:51:00<br />,17.2,,-,75.0,,1021.7,21.7,3:51 AM,,16.1,Calm,Calm,0
4,Partly Cloudy,2012-07-12 08:51:00<br />,17.2,,-,75.0,,1021.8,21.7,4:51 AM,,16.1,Calm,Calm,0
5,Clear,2012-07-12 09:51:00<br />,17.2,,-,78.0,,1022.2,21.1,5:51 AM,,16.1,Calm,Calm,0
6,Partly Cloudy,2012-07-12 10:51:00<br />,17.2,,-,73.0,,1022.5,22.2,6:51 AM,,16.1,Calm,Calm,0
7,Partly Cloudy,2012-07-12 11:51:00<br />,17.8,,-,73.0,,1022.7,22.8,7:51 AM,,16.1,Calm,Calm,0
8,Scattered Clouds,2012-07-12 12:51:00<br />,16.7,,-,62.0,,1022.7,24.4,8:51 AM,,16.1,Calm,Calm,0
9,Scattered Clouds,2012-07-12 13:51:00<br />,15.0,,-,52.0,,1022.6,25.6,9:51 AM,,16.1,Calm,Calm,0
10,Clear,2012-07-12 14:51:00<br />,11.7,,-,37.0,,1022.2,27.8,10:51 AM,,16.1,Calm,Calm,0
11,Clear,2012-07-12 15:51:00<br />,13.3,,-,36.0,,1022.1,30.0,11:51 AM,,16.1,Calm,Calm,0
12,Clear,2012-07-12 16:51:00<br />,13.3,,-,35.0,,1021.6,30.6,12:51 PM,,16.1,Variable,7.4,0
13,Clear,2012-07-12 17:51:00<br />,15.0,,-,39.0,,1021.0,30.6,1:51 PM,,16.1,Variable,9.3,0
14,Clear,2012-07-12 18:51:00<br />,15.0,,-,37.0,,1020.9,31.1,2:51 PM,,16.1,Variable,7.4,0
15,Clear,2012-07-12 19:51:00<br />,14.4,,-,40.0,,1020.7,29.4,3:51 PM,,16.1,Variable,7.4,0
16,Clear,2012-07-12 20:51:00<br />,15.0,,-,44.0,,1020.8,28.3,4:51 PM,,16.1,Variable,5.6,0
17,Clear,2012-07-12 21:51:00<br />,14.4,,-,45.0,,1020.6,27.2,5:51 PM,,16.1,SSW,13.0,200
18,Clear,2012-07-12 22:51:00<br />,15.0,,-,50.0,,1020.6,26.1,6:51 PM,,16.1,South,13.0,190
19,Clear,2012-07-12 23:51:00<br />,15.0,,-,54.0,,1021.0,25.0,7:51 PM,,16.1,Variable,7.4,0
20,Clear,2012-07-13 00:51:00<br />,15.0,,-,56.0,,1021.3,24.4,8:51 PM,,16.1,Variable,9.3,0
21,Clear,2012-07-13 01:51:00<br />,14.4,,-,54.0,,1021.8,24.4,9:51 PM,,16.1,Variable,5.6,0
22,Clear,2012-07-13 02:51:00<br />,13.3,,-,48.0,,1022.0,25.0,10:51 PM,,16.1,Variable,5.6,0
23,Clear,2012-07-13 03:51:00<br />,13.9,,-,52.0,,1022.1,24.4,11:51 PM,,16.1,Variable,9.3,0
0,Clear,2012-07-13 04:51:00<br />,14.4,,-,55.0,,1022.2,23.9,12:51 AM,,16.1,Calm,Calm,0
1,Clear,2012-07-13 05:51:00<br />,14.4,,-,55.0,,1022.0,23.9,1:51 AM,,16.1,WSW,7.4,240
2,Partly Cloudy,2012-07-13 06:51:00<br />,15.0,,-,57.0,,1021.9,23.9,2:51 AM,,16.1,Variable,7.4,0
3,Partly Cloudy,2012-07-13 07:51:00<br />,14.4,,-,57.0,,1021.8,23.3,3:51 AM,,16.1,WSW,7.4,240
4,Mostly Cloudy,2012-07-13 08:51:00<br />,14.4,,-,55.0,,1022.0,23.9,4:51 AM,,16.1,Variable,7.4,0
5,Clear,2012-07-13 09:51:00<br />,15.0,,-,59.0,,1022.2,23.3,5:51 AM,,16.1,Variable,9.3,0
6,Clear,2012-07-13 10:51:00<br />,16.1,,-,64.0,,1022.3,23.3,6:51 AM,,16.1,Variable,5.6,0
7,Clear,2012-07-13 11:51:00<br />,16.1,,-,60.0,,1022.5,24.4,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2012-07-13 12:51:00<br />,16.1,,-,56.0,,1022.5,25.6,8:51 AM,,16.1,Calm,Calm,0
9,Clear,2012-07-13 13:51:00<br />,16.7,,-,54.0,,1022.6,26.7,9:51 AM,,16.1,Calm,Calm,0
10,Clear,2012-07-13 14:51:00<br />,16.1,,-,46.0,,1022.6,28.9,10:51 AM,,16.1,Calm,Calm,0
11,Clear,2012-07-13 15:51:00<br />,16.1,,-,43.0,,1022.2,30.0,11:51 AM,,16.1,Calm,Calm,0
12,Clear,2012-07-13 16:51:00<br />,16.7,,-,43.0,,1021.9,30.6,12:51 PM,,16.1,West,5.6,270
13,Clear,2012-07-13 17:51:00<br />,17.2,,-,48.0,,1021.7,29.4,1:51 PM,,14.5,West,9.3,280
14,Clear,2012-07-13 18:51:00<br />,18.3,,-,51.0,,1021.3,29.4,2:51 PM,,14.5,Variable,5.6,0
15,Clear,2012-07-13 19:51:00<br />,17.8,,-,49.0,,1021.2,29.4,3:51 PM,,16.1,South,9.3,170
16,Clear,2012-07-13 20:51:00<br />,18.9,,-,58.0,,1021.1,27.8,4:51 PM,,16.1,Variable,9.3,0
17,Clear,2012-07-13 21:51:00<br />,17.8,,-,56.0,,1020.8,27.2,5:51 PM,,16.1,Variable,7.4,0
18,Clear,2012-07-13 22:51:00<br />,17.8,,-,58.0,,1020.8,26.7,6:51 PM,,16.1,Variable,5.6,0
19,Clear,2012-07-13 23:51:00<br />,17.2,,-,58.0,,1020.9,26.1,7:51 PM,,16.1,South,5.6,170
20,Clear,2012-07-14 00:51:00<br />,17.8,,-,60.0,,1021.1,26.1,8:51 PM,,16.1,South,7.4,170
21,Scattered Clouds,2012-07-14 01:51:00<br />,19.4,,-,71.0,,1021.4,25.0,9:51 PM,,16.1,South,5.6,170
22,Partly Cloudy,2012-07-14 02:51:00<br />,20.0,,-,71.0,,1021.2,25.6,10:51 PM,,16.1,Calm,Calm,0
23,Mostly Cloudy,2012-07-14 03:51:00<br />,19.4,,-,68.0,,1021.2,25.6,11:51 PM,,16.1,Calm,Calm,0
0,Overcast,2012-07-14 04:51:00<br />,18.9,,-,69.0,,1021.3,25.0,12:51 AM,,16.1,Calm,Calm,0
1,Overcast,2012-07-14 06:51:00<br />,17.8,,-,62.0,,1021.5,25.6,2:51 AM,,16.1,WNW,9.3,290
2,Overcast,2012-07-14 07:51:00<br />,17.2,,-,62.0,,1021.8,25.0,3:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-07-14 08:51:00<br />,17.2,,-,71.0,0.0,1022.2,22.8,4:51 AM,,16.1,Variable,5.6,0
4,Scattered Clouds,2012-07-14 09:51:00<br />,16.7,,-,68.0,,1022.2,22.8,5:51 AM,,16.1,West,5.6,280
5,Scattered Clouds,2012-07-14 10:51:00<br />,16.7,,-,68.0,,1022.5,22.8,6:51 AM,,16.1,West,5.6,280
6,Partly Cloudy,2012-07-14 11:51:00<br />,16.1,,-,60.0,,1022.5,24.4,7:51 AM,,16.1,Calm,Calm,0
7,Scattered Clouds,2012-07-14 12:51:00<br />,15.6,,-,52.0,,1022.5,26.1,8:51 AM,,16.1,West,11.1,270
8,Mostly Cloudy,2012-07-14 13:51:00<br />,15.0,,-,50.0,,1022.5,26.1,9:51 AM,,16.1,Variable,7.4,0
9,Overcast,2012-07-14 14:51:00<br />,16.1,,-,54.0,,1022.5,26.1,10:51 AM,,16.1,Variable,5.6,0
10,Overcast,2012-07-14 15:51:00<br />,16.7,,-,54.0,,1022.6,26.7,11:51 AM,,16.1,Variable,5.6,0
11,Overcast,2012-07-14 16:51:00<br />,17.2,,-,52.0,,1022.3,27.8,12:51 PM,,16.1,West,9.3,270
12,Mostly Cloudy,2012-07-14 17:51:00<br />,15.6,,-,47.0,,1021.7,27.8,1:51 PM,,16.1,Variable,9.3,0
13,Overcast,2012-07-14 18:51:00<br />,16.7,,-,51.0,,1021.3,27.8,2:51 PM,,16.1,West,7.4,260
14,Overcast,2012-07-14 19:51:00<br />,16.7,,27.8,52.0,,1020.9,27.2,3:51 PM,,16.1,WSW,16.7,250
15,Clear,2012-07-14 20:51:00<br />,15.6,,35.2,47.0,,1020.8,27.8,4:51 PM,,16.1,SW,20.4,230
16,Clear,2012-07-14 21:51:00<br />,17.2,,-,54.0,,1020.5,27.2,5:51 PM,,16.1,Variable,9.3,0
17,Clear,2012-07-14 22:51:00<br />,16.1,,-,52.0,,1020.4,26.7,6:51 PM,,16.1,Variable,5.6,0
18,Clear,2012-07-14 23:51:00<br />,15.6,,-,52.0,,1020.3,26.1,7:51 PM,,16.1,Variable,7.4,0
19,Clear,2012-07-15 00:51:00<br />,16.7,,-,60.0,,1020.3,25.0,8:51 PM,,16.1,Variable,7.4,0
20,Clear,2012-07-15 01:51:00<br />,17.8,,-,67.0,,1020.7,24.4,9:51 PM,,16.1,Calm,Calm,0
21,Clear,2012-07-15 02:51:00<br />,18.9,,-,71.0,,1020.9,24.4,10:51 PM,,16.1,Calm,Calm,0
22,Clear,2012-07-15 03:51:00<br />,18.9,,-,71.0,,1021.2,24.4,11:51 PM,,14.5,WSW,9.3,250
0,Overcast,2012-07-15 04:51:00<br />,18.9,,-,71.0,,1020.8,24.4,12:51 AM,,14.5,Variable,7.4,0
1,Overcast,2012-07-15 05:51:00<br />,18.9,,-,71.0,,1020.5,24.4,1:51 AM,,14.5,Variable,5.6,0
2,Overcast,2012-07-15 06:51:00<br />,18.9,,-,71.0,,1020.0,24.4,2:51 AM,,14.5,Variable,5.6,0
3,Mostly Cloudy,2012-07-15 07:51:00<br />,18.9,,-,73.0,,1019.4,23.9,3:51 AM,,14.5,Variable,5.6,0
4,Mostly Cloudy,2012-07-15 08:51:00<br />,18.9,,-,71.0,,1019.4,24.4,4:51 AM,,16.1,Calm,Calm,0
5,Mostly Cloudy,2012-07-15 09:51:00<br />,18.9,,-,76.0,0.0,1019.4,23.3,5:51 AM,,14.5,Calm,Calm,0
6,Mostly Cloudy,2012-07-15 10:51:00<br />,18.9,,-,71.0,,1019.5,24.4,6:51 AM,,16.1,Calm,Calm,0
7,Mostly Cloudy,2012-07-15 11:51:00<br />,20.0,,-,76.0,,1019.9,24.4,7:51 AM,,14.5,Calm,Calm,0
8,Overcast,2012-07-15 12:11:00<br />,20.0,,-,76.0,,1020.9,24.4,8:11 AM,,14.5,Variable,9.3,0
9,Overcast,2012-07-15 12:51:00<br />,21.1,,-,79.0,,1019.7,25.0,8:51 AM,,12.9,West,9.3,270
10,Unknown,2012-07-15 13:00:00<br />,-9999.0,,-,,,-9999.0,-9999.0,9:00 AM,,-9999.0,North,-9999.0,0
11,Overcast,2012-07-15 13:02:00<br />,21.1,,-,79.0,,1020.5,25.0,9:02 AM,,12.9,Variable,5.6,0
12,Clear,2012-07-15 13:51:00<br />,21.7,,-,77.0,,1019.3,26.1,9:51 AM,,12.9,Variable,11.1,0
13,Clear,2012-07-15 14:51:00<br />,21.7,,-,72.0,,1018.6,27.2,10:51 AM,,12.9,WNW,9.3,290
14,Clear,2012-07-15 15:51:00<br />,21.7,,-,63.0,,1018.1,29.4,11:51 AM,,12.9,Calm,Calm,0
15,Partly Cloudy,2012-07-15 16:51:00<br />,21.7,,-,65.0,,1017.6,28.9,12:51 PM,,14.5,Calm,Calm,0
16,Partly Cloudy,2012-07-15 17:51:00<br />,22.2,,-,61.0,,1016.8,30.6,1:51 PM,,16.1,WSW,11.1,250
17,Scattered Clouds,2012-07-15 18:51:00<br />,22.2,,-,63.0,,1016.0,30.0,2:51 PM,,14.5,Variable,9.3,0
18,Scattered Clouds,2012-07-15 19:51:00<br />,22.8,,-,69.0,,1014.9,28.9,3:51 PM,,14.5,Variable,9.3,0
19,Scattered Clouds,2012-07-15 20:51:00<br />,23.3,,-,65.0,,1014.1,30.6,4:51 PM,,14.5,Calm,Calm,0
20,Scattered Clouds,2012-07-15 21:51:00<br />,22.2,,-,65.0,,1013.4,29.4,5:51 PM,,14.5,Variable,5.6,0
21,Mostly Cloudy,2012-07-15 22:51:00<br />,21.7,,-,65.0,,1014.1,28.9,6:51 PM,,14.5,Variable,9.3,0
22,Mostly Cloudy,2012-07-15 23:51:00<br />,21.7,,-,65.0,,1014.1,28.9,7:51 PM,,16.1,WSW,7.4,250
23,Light Rain,2012-07-16 00:51:00<br />,22.2,Rain,-,71.0,0.0,1013.6,27.8,8:51 PM,,16.1,Variable,5.6,0
24,Heavy Rain,2012-07-16 01:26:00<br />,23.9,Rain,40.7,94.0,0.02,1015.5,25.0,9:26 PM,,2.4,West,20.4,270
25,Light Rain,2012-07-16 01:34:00<br />,22.2,Rain,-,96.0,0.18,1015.5,22.8,9:34 PM,,1.2,North,-9999.0,0
26,Light Rain,2012-07-16 01:38:00<br />,22.2,Rain,-,96.0,0.18,1015.5,22.8,9:38 PM,,3.2,Variable,7.4,0
27,Light Rain,2012-07-16 01:46:00<br />,22.0,Rain,33.3,94.0,0.19,1015.5,23.0,9:46 PM,,8.0,Variable,11.1,0
28,Rain,2012-07-16 01:51:00<br />,21.7,Rain,33.3,93.0,0.2,1014.3,22.8,9:51 PM,,4.8,SW,14.8,230
29,Partly Cloudy,2012-07-16 02:51:00<br />,21.7,,-,97.0,0.05,1014.5,22.2,10:51 PM,,16.1,Calm,Calm,0
30,Scattered Clouds,2012-07-16 03:51:00<br />,21.1,,-,93.0,,1014.1,22.2,11:51 PM,,14.5,Variable,9.3,0
0,Clear,2012-07-16 04:51:00<br />,21.1,,-,96.0,0.01,1013.3,21.7,12:51 AM,,14.5,Variable,7.4,0
1,Clear,2012-07-16 05:51:00<br />,20.6,,-,93.0,,1013.1,21.7,1:51 AM,,16.1,Variable,7.4,0
2,Clear,2012-07-16 06:51:00<br />,20.6,,-,93.0,,1012.5,21.7,2:51 AM,,14.5,West,7.4,270
3,Clear,2012-07-16 07:51:00<br />,20.6,,-,93.0,,1011.9,21.7,3:51 AM,,14.5,Variable,9.3,0
4,Clear,2012-07-16 08:51:00<br />,20.6,,-,93.0,,1012.0,21.7,4:51 AM,,14.5,WNW,7.4,290
5,Clear,2012-07-16 09:51:00<br />,20.0,,-,90.0,,1012.2,21.7,5:51 AM,,12.9,Variable,7.4,0
6,Clear,2012-07-16 10:51:00<br />,20.0,,-,87.0,,1012.8,22.2,6:51 AM,,14.5,Calm,Calm,0
7,Clear,2012-07-16 11:51:00<br />,20.6,,-,87.0,,1012.8,22.8,7:51 AM,,14.5,West,9.3,280
8,Clear,2012-07-16 12:51:00<br />,20.0,,-,76.0,,1012.4,24.4,8:51 AM,,16.1,West,11.1,280
9,Clear,2012-07-16 13:51:00<br />,20.0,,-,69.0,,1012.1,26.1,9:51 AM,,16.1,Variable,7.4,0
10,Clear,2012-07-16 14:51:00<br />,20.0,,-,62.0,,1011.6,27.8,10:51 AM,,16.1,Variable,5.6,0
11,Clear,2012-07-16 15:51:00<br />,20.0,,-,53.0,,1011.1,30.6,11:51 AM,,16.1,Variable,11.1,0
12,Scattered Clouds,2012-07-16 16:51:00<br />,19.4,,-,53.0,,1010.6,30.0,12:51 PM,,16.1,Variable,5.6,0
13,Scattered Clouds,2012-07-16 17:51:00<br />,19.4,,-,49.0,,1010.2,31.1,1:51 PM,,16.1,West,13.0,280
14,Mostly Cloudy,2012-07-16 18:51:00<br />,18.3,,-,48.0,,1009.8,30.6,2:51 PM,,16.1,Variable,7.4,0
15,Partly Cloudy,2012-07-16 19:51:00<br />,17.8,,-,43.0,,1009.3,31.7,3:51 PM,,16.1,Variable,5.6,0
16,Partly Cloudy,2012-07-16 20:51:00<br />,18.3,,-,46.0,,1008.8,31.1,4:51 PM,,16.1,Variable,9.3,0
17,Partly Cloudy,2012-07-16 21:51:00<br />,18.9,,-,49.0,,1008.5,30.6,5:51 PM,,16.1,Calm,Calm,0
18,Partly Cloudy,2012-07-16 22:51:00<br />,17.8,,-,45.0,,1008.6,31.1,6:51 PM,,16.1,WNW,11.1,300
19,Clear,2012-07-16 23:51:00<br />,17.2,,-,43.0,,1008.6,31.1,7:51 PM,,16.1,Variable,11.1,0
20,Clear,2012-07-17 00:51:00<br />,18.3,,-,49.0,,1008.9,30.0,8:51 PM,,16.1,West,7.4,280
21,Clear,2012-07-17 01:51:00<br />,18.9,,-,55.0,,1009.5,28.9,9:51 PM,,16.1,West,9.3,270
22,Clear,2012-07-17 02:51:00<br />,18.9,,-,56.0,,1010.0,28.3,10:51 PM,,16.1,North,-9999.0,0
23,Clear,2012-07-17 03:51:00<br />,17.8,,-,54.0,,1009.9,27.8,11:51 PM,,16.1,WNW,5.6,290
0,Clear,2012-07-17 04:51:00<br />,17.8,,-,58.0,,1010.0,26.7,12:51 AM,,16.1,West,5.6,270
1,Clear,2012-07-17 05:51:00<br />,16.7,,-,56.0,,1010.0,26.1,1:51 AM,,16.1,West,7.4,280
2,Clear,2012-07-17 06:51:00<br />,16.1,,-,56.0,,1009.9,25.6,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2012-07-17 07:51:00<br />,16.1,,-,58.0,,1009.7,25.0,3:51 AM,,16.1,WNW,5.6,300
4,Clear,2012-07-17 08:51:00<br />,16.7,,-,64.0,,1009.7,23.9,4:51 AM,,16.1,WNW,9.3,300
5,Clear,2012-07-17 09:51:00<br />,16.7,,-,62.0,,1010.1,24.4,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2012-07-17 10:51:00<br />,17.2,,-,66.0,,1010.1,23.9,6:51 AM,,14.5,West,5.6,280
7,Clear,2012-07-17 11:51:00<br />,16.7,,-,60.0,,1010.6,25.0,7:51 AM,,14.5,West,5.6,280
8,Clear,2012-07-17 12:51:00<br />,17.2,,-,56.0,,1010.9,26.7,8:51 AM,,14.5,Calm,Calm,0
9,Clear,2012-07-17 13:51:00<br />,16.7,,-,49.0,,1010.5,28.3,9:51 AM,,14.5,SW,7.4,230
