Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Clear,7/10/2012 15:51:00,11.1,,,38,,1017.8,26.7,11:51 AM,,16.1,ENE,13,70
Clear,7/10/2012 16:51:00,9.4,,,31,,1017.2,27.8,12:51 PM,,16.1,ENE,9.3,70
Clear,7/10/2012 17:51:00,11.1,,,31,,1016.6,30,1:51 PM,,16.1,NE,13,50
Clear,7/10/2012 18:51:00,12.8,,,35,,1016.4,30,2:51 PM,,16.1,Calm,Calm,0
Overcast,7/10/2012 19:51:00,15.6,,,49,,1016.3,27.2,3:51 PM,,16.1,North,-9999,0
Clear,7/10/2012 20:51:00,16.1,,,50,,1016.3,27.2,4:51 PM,,16.1,Variable,11.1,0
Clear,7/10/2012 21:51:00,15.6,,,49,,1015.9,27.2,5:51 PM,,16.1,SSE,9.3,150
Clear,7/10/2012 22:51:00,15,,,50,,1016.5,26.1,6:51 PM,,16.1,Variable,5.6,0
Clear,7/10/2012 23:51:00,16.7,,,60,,1016.6,25,7:51 PM,,16.1,Calm,Calm,0
Clear,7/11/2012 0:51:00,17.2,,,66,,1017,23.9,8:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 1:51:00,16.7,,,62,,1018.1,24.4,9:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 2:51:00,15.6,,,58,,1018.5,24.4,10:51 PM,,16.1,NNE,7.4,30
Clear,7/11/2012 3:51:00,17.8,,,71,,1018.6,23.3,11:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 4:51:00,18.9,,,76,,1018.9,23.3,12:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,7/11/2012 5:51:00,16.1,,,68,,1019.1,22.2,1:51 AM,,16.1,Calm,Calm,0
Overcast,7/11/2012 6:51:00,16.7,,,71,,1018.6,22.2,2:51 AM,,16.1,Calm,Calm,0
Partly Cloudy,7/11/2012 7:51:00,16.7,,,71,,1018.7,22.2,3:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 8:51:00,17.2,,,71,,1019,22.8,4:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 9:51:00,17.2,,,71,,1019.5,22.8,5:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 10:51:00,18.3,,,76,,1021.2,22.8,6:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 11:19:00,18.9,,,76,,1021.6,23.3,7:19 AM,,16.1,Calm,Calm,0
Overcast,7/11/2012 11:51:00,18.9,,,76,,1020.6,23.3,7:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/11/2012 12:51:00,20,,,76,,1020.8,24.4,8:51 AM,,16.1,East,5.6,80
Scattered Clouds,7/11/2012 13:13:00,19.4,,,71,,1021.9,25,9:13 AM,,16.1,Calm,Calm,0
Partly Cloudy,7/11/2012 13:51:00,19.4,,,68,,1021.1,25.6,9:51 AM,,16.1,Variable,5.6,0
Partly Cloudy,7/11/2012 14:51:00,18.3,,,60,,1021,26.7,10:51 AM,,16.1,SE,7.4,130
Mostly Cloudy,7/11/2012 15:51:00,14.4,,,45,,1021,27.2,11:51 AM,,16.1,Variable,5.6,0
Partly Cloudy,7/11/2012 16:51:00,14.4,,,41,,1021.2,28.9,12:51 PM,,16.1,North,-9999,0
Clear,7/11/2012 17:51:00,15,,,43,,1021.1,28.9,1:51 PM,,16.1,Variable,7.4,0
Partly Cloudy,7/11/2012 18:51:00,15,,,43,,1020.7,28.9,2:51 PM,,16.1,North,-9999,0
Clear,7/11/2012 19:51:00,15,,,45,,1020.8,27.8,3:51 PM,,16.1,Variable,5.6,0
Clear,7/11/2012 20:51:00,16.1,,,49,,1020.5,27.8,4:51 PM,,16.1,Variable,7.4,0
Partly Cloudy,7/11/2012 21:51:00,15.6,,,50,,1020.7,26.7,5:51 PM,,16.1,North,-9999,0
Clear,7/11/2012 22:51:00,15,,,50,,1020.7,26.1,6:51 PM,,16.1,SSE,13,150
Clear,7/11/2012 23:51:00,15,,,56,,1021.1,24.4,7:51 PM,,16.1,SSW,9.3,200
Scattered Clouds,7/12/2012 0:51:00,15.6,,,60,,1021.6,23.9,8:51 PM,,16.1,Variable,7.4,0
Clear,7/12/2012 1:51:00,16.1,,,64,,1021.9,23.3,9:51 PM,,16.1,Variable,5.6,0
Clear,7/12/2012 2:51:00,16.7,,,68,,1022,22.8,10:51 PM,,16.1,Variable,5.6,0
Clear,7/12/2012 3:51:00,16.7,,,68,,1022.1,22.8,11:51 PM,,16.1,Calm,Calm,0
Clear,7/12/2012 4:51:00,16.7,,,68,,1022.3,22.8,12:51 AM,,16.1,Variable,5.6,0
Clear,7/12/2012 5:51:00,17.2,,,75,,1022.2,21.7,1:51 AM,,16.1,Variable,5.6,0
Overcast,7/12/2012 6:51:00,17.2,,,73,,1021.9,22.2,2:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,7/12/2012 7:51:00,17.2,,,75,,1021.7,21.7,3:51 AM,,16.1,Calm,Calm,0
Partly Cloudy,7/12/2012 8:51:00,17.2,,,75,,1021.8,21.7,4:51 AM,,16.1,Calm,Calm,0
Clear,7/12/2012 9:51:00,17.2,,,78,,1022.2,21.1,5:51 AM,,16.1,Calm,Calm,0
Partly Cloudy,7/12/2012 10:51:00,17.2,,,73,,1022.5,22.2,6:51 AM,,16.1,Calm,Calm,0
Partly Cloudy,7/12/2012 11:51:00,17.8,,,73,,1022.7,22.8,7:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,7/12/2012 12:51:00,16.7,,,62,,1022.7,24.4,8:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,7/12/2012 13:51:00,15,,,52,,1022.6,25.6,9:51 AM,,16.1,Calm,Calm,0
Clear,7/12/2012 14:51:00,11.7,,,37,,1022.2,27.8,10:51 AM,,16.1,Calm,Calm,0
Clear,7/12/2012 15:51:00,13.3,,,36,,1022.1,30,11:51 AM,,16.1,Calm,Calm,0
Clear,7/12/2012 16:51:00,13.3,,,35,,1021.6,30.6,12:51 PM,,16.1,Variable,7.4,0
Clear,7/12/2012 17:51:00,15,,,39,,1021,30.6,1:51 PM,,16.1,Variable,9.3,0
Clear,7/12/2012 18:51:00,15,,,37,,1020.9,31.1,2:51 PM,,16.1,Variable,7.4,0
Clear,7/12/2012 19:51:00,14.4,,,40,,1020.7,29.4,3:51 PM,,16.1,Variable,7.4,0
Clear,7/12/2012 20:51:00,15,,,44,,1020.8,28.3,4:51 PM,,16.1,Variable,5.6,0
Clear,7/12/2012 21:51:00,14.4,,,45,,1020.6,27.2,5:51 PM,,16.1,SSW,13,200
Clear,7/12/2012 22:51:00,15,,,50,,1020.6,26.1,6:51 PM,,16.1,South,13,190
Clear,7/12/2012 23:51:00,15,,,54,,1021,25,7:51 PM,,16.1,Variable,7.4,0
Clear,7/13/2012 0:51:00,15,,,56,,1021.3,24.4,8:51 PM,,16.1,Variable,9.3,0
Clear,7/13/2012 1:51:00,14.4,,,54,,1021.8,24.4,9:51 PM,,16.1,Variable,5.6,0
Clear,7/13/2012 2:51:00,13.3,,,48,,1022,25,10:51 PM,,16.1,Variable,5.6,0
Clear,7/13/2012 3:51:00,13.9,,,52,,1022.1,24.4,11:51 PM,,16.1,Variable,9.3,0
Clear,7/13/2012 4:51:00,14.4,,,55,,1022.2,23.9,12:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 5:51:00,14.4,,,55,,1022,23.9,1:51 AM,,16.1,WSW,7.4,240
Partly Cloudy,7/13/2012 6:51:00,15,,,57,,1021.9,23.9,2:51 AM,,16.1,Variable,7.4,0
Partly Cloudy,7/13/2012 7:51:00,14.4,,,57,,1021.8,23.3,3:51 AM,,16.1,WSW,7.4,240
Mostly Cloudy,7/13/2012 8:51:00,14.4,,,55,,1022,23.9,4:51 AM,,16.1,Variable,7.4,0
Clear,7/13/2012 9:51:00,15,,,59,,1022.2,23.3,5:51 AM,,16.1,Variable,9.3,0
Clear,7/13/2012 10:51:00,16.1,,,64,,1022.3,23.3,6:51 AM,,16.1,Variable,5.6,0
Clear,7/13/2012 11:51:00,16.1,,,60,,1022.5,24.4,7:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 12:51:00,16.1,,,56,,1022.5,25.6,8:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 13:51:00,16.7,,,54,,1022.6,26.7,9:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 14:51:00,16.1,,,46,,1022.6,28.9,10:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 15:51:00,16.1,,,43,,1022.2,30,11:51 AM,,16.1,Calm,Calm,0
Clear,7/13/2012 16:51:00,16.7,,,43,,1021.9,30.6,12:51 PM,,16.1,West,5.6,270
Clear,7/13/2012 17:51:00,17.2,,,48,,1021.7,29.4,1:51 PM,,14.5,West,9.3,280
Clear,7/13/2012 18:51:00,18.3,,,51,,1021.3,29.4,2:51 PM,,14.5,Variable,5.6,0
Clear,7/13/2012 19:51:00,17.8,,,49,,1021.2,29.4,3:51 PM,,16.1,South,9.3,170
Clear,7/13/2012 20:51:00,18.9,,,58,,1021.1,27.8,4:51 PM,,16.1,Variable,9.3,0
Clear,7/13/2012 21:51:00,17.8,,,56,,1020.8,27.2,5:51 PM,,16.1,Variable,7.4,0
Clear,7/13/2012 22:51:00,17.8,,,58,,1020.8,26.7,6:51 PM,,16.1,Variable,5.6,0
Clear,7/13/2012 23:51:00,17.2,,,58,,1020.9,26.1,7:51 PM,,16.1,South,5.6,170
Clear,7/14/2012 0:51:00,17.8,,,60,,1021.1,26.1,8:51 PM,,16.1,South,7.4,170
Scattered Clouds,7/14/2012 1:51:00,19.4,,,71,,1021.4,25,9:51 PM,,16.1,South,5.6,170
Partly Cloudy,7/14/2012 2:51:00,20,,,71,,1021.2,25.6,10:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,7/14/2012 3:51:00,19.4,,,68,,1021.2,25.6,11:51 PM,,16.1,Calm,Calm,0
Overcast,7/14/2012 4:51:00,18.9,,,69,,1021.3,25,12:51 AM,,16.1,Calm,Calm,0
Overcast,7/14/2012 6:51:00,17.8,,,62,,1021.5,25.6,2:51 AM,,16.1,WNW,9.3,290
Overcast,7/14/2012 7:51:00,17.2,,,62,,1021.8,25,3:51 AM,,16.1,Calm,Calm,0
Clear,7/14/2012 8:51:00,17.2,,,71,0,1022.2,22.8,4:51 AM,,16.1,Variable,5.6,0
Scattered Clouds,7/14/2012 9:51:00,16.7,,,68,,1022.2,22.8,5:51 AM,,16.1,West,5.6,280
Scattered Clouds,7/14/2012 10:51:00,16.7,,,68,,1022.5,22.8,6:51 AM,,16.1,West,5.6,280
Partly Cloudy,7/14/2012 11:51:00,16.1,,,60,,1022.5,24.4,7:51 AM,,16.1,Calm,Calm,0
Scattered Clouds,7/14/2012 12:51:00,15.6,,,52,,1022.5,26.1,8:51 AM,,16.1,West,11.1,270
Mostly Cloudy,7/14/2012 13:51:00,15,,,50,,1022.5,26.1,9:51 AM,,16.1,Variable,7.4,0
Overcast,7/14/2012 14:51:00,16.1,,,54,,1022.5,26.1,10:51 AM,,16.1,Variable,5.6,0
Overcast,7/14/2012 15:51:00,16.7,,,54,,1022.6,26.7,11:51 AM,,16.1,Variable,5.6,0
Overcast,7/14/2012 16:51:00,17.2,,,52,,1022.3,27.8,12:51 PM,,16.1,West,9.3,270
Mostly Cloudy,7/14/2012 17:51:00,15.6,,,47,,1021.7,27.8,1:51 PM,,16.1,Variable,9.3,0
Overcast,7/14/2012 18:51:00,16.7,,,51,,1021.3,27.8,2:51 PM,,16.1,West,7.4,260
Overcast,7/14/2012 19:51:00,16.7,,27.8,52,,1020.9,27.2,3:51 PM,,16.1,WSW,16.7,250
Clear,7/14/2012 20:51:00,15.6,,35.2,47,,1020.8,27.8,4:51 PM,,16.1,SW,20.4,230
Clear,7/14/2012 21:51:00,17.2,,,54,,1020.5,27.2,5:51 PM,,16.1,Variable,9.3,0
Clear,7/14/2012 22:51:00,16.1,,,52,,1020.4,26.7,6:51 PM,,16.1,Variable,5.6,0
Clear,7/14/2012 23:51:00,15.6,,,52,,1020.3,26.1,7:51 PM,,16.1,Variable,7.4,0
Clear,7/15/2012 0:51:00,16.7,,,60,,1020.3,25,8:51 PM,,16.1,Variable,7.4,0
Clear,7/15/2012 1:51:00,17.8,,,67,,1020.7,24.4,9:51 PM,,16.1,Calm,Calm,0
Clear,7/15/2012 2:51:00,18.9,,,71,,1020.9,24.4,10:51 PM,,16.1,Calm,Calm,0
Clear,7/15/2012 3:51:00,18.9,,,71,,1021.2,24.4,11:51 PM,,14.5,WSW,9.3,250
Overcast,7/15/2012 4:51:00,18.9,,,71,,1020.8,24.4,12:51 AM,,14.5,Variable,7.4,0
Overcast,7/15/2012 5:51:00,18.9,,,71,,1020.5,24.4,1:51 AM,,14.5,Variable,5.6,0
Overcast,7/15/2012 6:51:00,18.9,,,71,,1020,24.4,2:51 AM,,14.5,Variable,5.6,0
Mostly Cloudy,7/15/2012 7:51:00,18.9,,,73,,1019.4,23.9,3:51 AM,,14.5,Variable,5.6,0
Mostly Cloudy,7/15/2012 8:51:00,18.9,,,71,,1019.4,24.4,4:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/15/2012 9:51:00,18.9,,,76,0,1019.4,23.3,5:51 AM,,14.5,Calm,Calm,0
Mostly Cloudy,7/15/2012 10:51:00,18.9,,,71,,1019.5,24.4,6:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,7/15/2012 11:51:00,20,,,76,,1019.9,24.4,7:51 AM,,14.5,Calm,Calm,0
Overcast,7/15/2012 12:11:00,20,,,76,,1020.9,24.4,8:11 AM,,14.5,Variable,9.3,0
Overcast,7/15/2012 12:51:00,21.1,,,79,,1019.7,25,8:51 AM,,12.9,West,9.3,270
Unknown,7/15/2012 13:00:00,-9999,,,,,-9999,-9999,9:00 AM,,-9999,North,-9999,0
Overcast,7/15/2012 13:02:00,21.1,,,79,,1020.5,25,9:02 AM,,12.9,Variable,5.6,0
Clear,7/15/2012 13:51:00,21.7,,,77,,1019.3,26.1,9:51 AM,,12.9,Variable,11.1,0
Clear,7/15/2012 14:51:00,21.7,,,72,,1018.6,27.2,10:51 AM,,12.9,WNW,9.3,290
Clear,7/15/2012 15:51:00,21.7,,,63,,1018.1,29.4,11:51 AM,,12.9,Calm,Calm,0
Partly Cloudy,7/15/2012 16:51:00,21.7,,,65,,1017.6,28.9,12:51 PM,,14.5,Calm,Calm,0
Partly Cloudy,7/15/2012 17:51:00,22.2,,,61,,1016.8,30.6,1:51 PM,,16.1,WSW,11.1,250
Scattered Clouds,7/15/2012 18:51:00,22.2,,,63,,1016,30,2:51 PM,,14.5,Variable,9.3,0
Scattered Clouds,7/15/2012 19:51:00,22.8,,,69,,1014.9,28.9,3:51 PM,,14.5,Variable,9.3,0
Scattered Clouds,7/15/2012 20:51:00,23.3,,,65,,1014.1,30.6,4:51 PM,,14.5,Calm,Calm,0
Scattered Clouds,7/15/2012 21:51:00,22.2,,,65,,1013.4,29.4,5:51 PM,,14.5,Variable,5.6,0
Mostly Cloudy,7/15/2012 22:51:00,21.7,,,65,,1014.1,28.9,6:51 PM,,14.5,Variable,9.3,0
Mostly Cloudy,7/15/2012 23:51:00,21.7,,,65,,1014.1,28.9,7:51 PM,,16.1,WSW,7.4,250
Light Rain,7/16/2012 0:51:00,22.2,Rain,,71,0,1013.6,27.8,8:51 PM,,16.1,Variable,5.6,0
Heavy Rain,7/16/2012 1:26:00,23.9,Rain,40.7,94,0.02,1015.5,25,9:26 PM,,2.4,West,20.4,270
Light Rain,7/16/2012 1:34:00,22.2,Rain,,96,0.18,1015.5,22.8,9:34 PM,,1.2,North,-9999,0
Light Rain,7/16/2012 1:38:00,22.2,Rain,,96,0.18,1015.5,22.8,9:38 PM,,3.2,Variable,7.4,0
Light Rain,7/16/2012 1:46:00,22,Rain,33.3,94,0.19,1015.5,23,9:46 PM,,8,Variable,11.1,0
Rain,7/16/2012 1:51:00,21.7,Rain,33.3,93,0.2,1014.3,22.8,9:51 PM,,4.8,SW,14.8,230
Partly Cloudy,7/16/2012 2:51:00,21.7,,,97,0.05,1014.5,22.2,10:51 PM,,16.1,Calm,Calm,0
Scattered Clouds,7/16/2012 3:51:00,21.1,,,93,,1014.1,22.2,11:51 PM,,14.5,Variable,9.3,0
Clear,7/16/2012 4:51:00,21.1,,,96,0.01,1013.3,21.7,12:51 AM,,14.5,Variable,7.4,0
Clear,7/16/2012 5:51:00,20.6,,,93,,1013.1,21.7,1:51 AM,,16.1,Variable,7.4,0
Clear,7/16/2012 6:51:00,20.6,,,93,,1012.5,21.7,2:51 AM,,14.5,West,7.4,270
Clear,7/16/2012 7:51:00,20.6,,,93,,1011.9,21.7,3:51 AM,,14.5,Variable,9.3,0
Clear,7/16/2012 8:51:00,20.6,,,93,,1012,21.7,4:51 AM,,14.5,WNW,7.4,290
Clear,7/16/2012 9:51:00,20,,,90,,1012.2,21.7,5:51 AM,,12.9,Variable,7.4,0
Clear,7/16/2012 10:51:00,20,,,87,,1012.8,22.2,6:51 AM,,14.5,Calm,Calm,0
Clear,7/16/2012 11:51:00,20.6,,,87,,1012.8,22.8,7:51 AM,,14.5,West,9.3,280
Clear,7/16/2012 12:51:00,20,,,76,,1012.4,24.4,8:51 AM,,16.1,West,11.1,280
Clear,7/16/2012 13:51:00,20,,,69,,1012.1,26.1,9:51 AM,,16.1,Variable,7.4,0
Clear,7/16/2012 14:51:00,20,,,62,,1011.6,27.8,10:51 AM,,16.1,Variable,5.6,0
Clear,7/16/2012 15:51:00,20,,,53,,1011.1,30.6,11:51 AM,,16.1,Variable,11.1,0
Scattered Clouds,7/16/2012 16:51:00,19.4,,,53,,1010.6,30,12:51 PM,,16.1,Variable,5.6,0
Scattered Clouds,7/16/2012 17:51:00,19.4,,,49,,1010.2,31.1,1:51 PM,,16.1,West,13,280
Mostly Cloudy,7/16/2012 18:51:00,18.3,,,48,,1009.8,30.6,2:51 PM,,16.1,Variable,7.4,0
Partly Cloudy,7/16/2012 19:51:00,17.8,,,43,,1009.3,31.7,3:51 PM,,16.1,Variable,5.6,0
Partly Cloudy,7/16/2012 20:51:00,18.3,,,46,,1008.8,31.1,4:51 PM,,16.1,Variable,9.3,0
Partly Cloudy,7/16/2012 21:51:00,18.9,,,49,,1008.5,30.6,5:51 PM,,16.1,Calm,Calm,0
Partly Cloudy,7/16/2012 22:51:00,17.8,,,45,,1008.6,31.1,6:51 PM,,16.1,WNW,11.1,300
Clear,7/16/2012 23:51:00,17.2,,,43,,1008.6,31.1,7:51 PM,,16.1,Variable,11.1,0
Clear,7/17/2012 0:51:00,18.3,,,49,,1008.9,30,8:51 PM,,16.1,West,7.4,280
Clear,7/17/2012 1:51:00,18.9,,,55,,1009.5,28.9,9:51 PM,,16.1,West,9.3,270
Clear,7/17/2012 2:51:00,18.9,,,56,,1010,28.3,10:51 PM,,16.1,North,-9999,0
Clear,7/17/2012 3:51:00,17.8,,,54,,1009.9,27.8,11:51 PM,,16.1,WNW,5.6,290
Clear,7/17/2012 4:51:00,17.8,,,58,,1010,26.7,12:51 AM,,16.1,West,5.6,270
Clear,7/17/2012 5:51:00,16.7,,,56,,1010,26.1,1:51 AM,,16.1,West,7.4,280
Clear,7/17/2012 6:51:00,16.1,,,56,,1009.9,25.6,2:51 AM,,16.1,Calm,Calm,0
Clear,7/17/2012 7:51:00,16.1,,,58,,1009.7,25,3:51 AM,,16.1,WNW,5.6,300
Clear,7/17/2012 8:51:00,16.7,,,64,,1009.7,23.9,4:51 AM,,16.1,WNW,9.3,300
Clear,7/17/2012 9:51:00,16.7,,,62,,1010.1,24.4,5:51 AM,,16.1,Calm,Calm,0
Clear,7/17/2012 10:51:00,17.2,,,66,,1010.1,23.9,6:51 AM,,14.5,West,5.6,280
Clear,7/17/2012 11:51:00,16.7,,,60,,1010.6,25,7:51 AM,,14.5,West,5.6,280
Clear,7/17/2012 12:51:00,17.2,,,56,,1010.9,26.7,8:51 AM,,14.5,Calm,Calm,0
Clear,7/17/2012 13:51:00,16.7,,,49,,1010.5,28.3,9:51 AM,,14.5,SW,7.4,230
Clear,7/17/2012 14:51:00,16.7,,,43,,1010.3,30.6,10:51 AM,,14.5,Calm,Calm,0
Clear,7/17/2012 15:51:00,16.7,,,39,,1009.9,32.2,11:51 AM,,14.5,Variable,9.3,0
Clear,7/17/2012 16:51:00,18.3,,,43,,1009.4,32.2,12:51 PM,,14.5,North,-9999,0
Clear,7/17/2012 17:51:00,17.2,,,36,,1008.8,34.4,1:51 PM,,14.5,Variable,5.6,0
Clear,7/17/2012 18:51:00,18.3,,,42,,1008.3,32.8,2:51 PM,,14.5,North,-9999,0
Clear,7/17/2012 19:51:00,17.2,,,36,,1007.7,34.4,3:51 PM,,14.5,North,-9999,0
Clear,7/17/2012 20:51:00,16.7,,27.8,35,,1007,34.4,4:51 PM,,14.5,WSW,11.1,250
Clear,7/17/2012 21:51:00,17.8,,,38,,1006.9,33.9,5:51 PM,,14.5,Variable,5.6,0
Clear,7/17/2012 22:51:00,18.3,,,41,,1007.3,33.3,6:51 PM,,14.5,WSW,11.1,250
Clear,7/17/2012 23:51:00,18.3,,33.3,42,,1007.6,32.8,7:51 PM,,14.5,WSW,14.8,240
Clear,7/18/2012 0:51:00,18.3,,,45,,1007.9,31.7,8:51 PM,,16.1,WSW,9.3,250
Clear,7/18/2012 1:51:00,18.9,,,46,,1008.2,31.7,9:51 PM,,16.1,Variable,9.3,0
Clear,7/18/2012 2:51:00,19.4,,,49,,1008.3,31.1,10:51 PM,,16.1,Variable,9.3,0
Clear,7/18/2012 3:51:00,19.4,,,51,,1008.7,30.6,11:51 PM,,16.1,North,-9999,0
Clear,7/18/2012 4:51:00,18.9,,,49,,1009.1,30.6,12:51 AM,,14.5,WSW,13,250
Clear,7/18/2012 5:51:00,19.4,,,53,,1008.9,30,1:51 AM,,16.1,Variable,5.6,0
Clear,7/18/2012 6:51:00,19.4,,,55,,1008.5,29.4,2:51 AM,,14.5,Variable,9.3,0
Clear,7/18/2012 7:51:00,20,,,60,,1008,28.3,3:51 AM,,14.5,Variable,11.1,0
Clear,7/18/2012 8:51:00,20,,,60,,1008,28.3,4:51 AM,,14.5,SW,11.1,230
Clear,7/18/2012 9:51:00,20,,,62,,1008.6,27.8,5:51 AM,,11.3,Variable,7.4,0
Clear,7/18/2012 10:51:00,20,,,62,,1009.1,27.8,6:51 AM,,11.3,Variable,5.6,0
Clear,7/18/2012 11:51:00,20.6,,,63,,1009.8,28.3,7:51 AM,,11.3,Calm,Calm,0
Clear,7/18/2012 12:51:00,20.6,,,59,,1010.1,29.4,8:51 AM,,11.3,Calm,Calm,0
Clear,7/18/2012 13:51:00,20.6,,,55,,1010,30.6,9:51 AM,,11.3,Calm,Calm,0
Clear,7/18/2012 14:51:00,21.7,,,50,,1010.1,33.3,10:51 AM,,11.3,Variable,5.6,0
Clear,7/18/2012 15:51:00,21.1,,,40,,1009.6,36.7,11:51 AM,,12.9,Calm,Calm,0
Clear,7/18/2012 16:51:00,20.6,,27.8,40,,1009,36.1,12:51 PM,,14.5,Variable,9.3,0
Partly Cloudy,7/18/2012 17:51:00,20,,,41,,1008.3,35,1:51 PM,,14.5,Variable,7.4,0
Partly Cloudy,7/18/2012 18:51:00,20,,,43,,1007.4,34.4,2:51 PM,,16.1,Variable,7.4,0
Heavy Rain,7/18/2012 20:22:00,22.8,Fog-Rain,31.5,97,0.72,1011.4,23.3,4:22 PM,,0.4,Variable,7.4,0
Rain,7/18/2012 20:37:00,22.8,Rain,,97,0.89,1010.4,23.3,4:37 PM,,1.6,Variable,7.4,0
Rain,7/18/2012 20:51:00,22.8,Fog-Rain,37,100,1.19,1010.7,22.8,4:51 PM,,0.8,SW,16.7,230
Heavy Rain,7/18/2012 21:01:00,22.8,Rain,35.2,100,0.03,1011.7,22.8,5:01 PM,,1.6,SW,16.7,230
Heavy Rain,7/18/2012 21:03:00,22.8,Rain,35.2,97,0.09,1011.7,23.3,5:03 PM,,1.2,SW,18.5,230
Heavy Rain,7/18/2012 21:12:00,22.8,Fog-Rain,31.5,97,0.29,1011.7,23.3,5:12 PM,,0.8,WSW,9.3,240
Rain,7/18/2012 21:27:00,23.3,Rain,,100,0.39,1010.7,23.3,5:27 PM,,2,Calm,Calm,0
Light Rain,7/18/2012 21:51:00,23.3,Rain,,100,0.43,1011.3,23.3,5:51 PM,,2.8,Calm,Calm,0
Light Rain,7/18/2012 21:59:00,23.3,Rain,,100,0.01,1012.1,23.3,5:59 PM,,4,Variable,7.4,0
Rain,7/18/2012 22:08:00,22.8,Rain,,97,0.02,1011.4,23.3,6:08 PM,,2.8,Calm,Calm,0
Light Rain,7/18/2012 22:37:00,22.8,Rain,,97,0.07,1009.4,23.3,6:37 PM,,4.8,NNE,9.3,20
Mostly Cloudy,7/18/2012 22:47:00,23,,,100,0.07,1010,23,6:47 PM,,2.8,Variable,7.4,0
Mostly Cloudy,7/18/2012 22:51:00,23.3,,,100,0.07,1009.9,23.3,6:51 PM,,1.6,Variable,7.4,0
Partly Cloudy,7/18/2012 23:07:00,23.3,,,100,,1011.4,23.3,7:07 PM,,3.2,Variable,7.4,0
Clear,7/18/2012 23:15:00,23.3,,,100,,1011.4,23.3,7:15 PM,,2.8,West,13,260
Clear,7/18/2012 23:21:00,22.8,,,97,,1011.1,23.3,7:21 PM,,4.8,Variable,5.6,0
Clear,7/18/2012 23:33:00,23.3,,,100,,1010.7,23.3,7:33 PM,,2.8,SE,5.6,140
Clear,7/18/2012 23:51:00,23.3,,,100,,1010,23.3,7:51 PM,,2,Calm,Calm,0
Clear,7/19/2012 0:11:00,23.3,,,96,,1011.1,23.9,8:11 PM,,4,Calm,Calm,0
Clear,7/19/2012 0:23:00,22.8,,,97,,1011.4,23.3,8:23 PM,,4.8,Calm,Calm,0
Clear,7/19/2012 0:51:00,22.8,,,97,,1010.8,23.3,8:51 PM,,6.4,Calm,Calm,0
Clear,7/19/2012 1:19:00,22.8,,,97,,1012.4,23.3,9:19 PM,,3.2,Calm,Calm,0
Clear,7/19/2012 1:32:00,22.8,,,97,,1012.4,23.3,9:32 PM,,8,Calm,Calm,0
Clear,7/19/2012 1:51:00,23.3,,,96,,1011.8,23.9,9:51 PM,,4.8,Calm,Calm,0
Clear,7/19/2012 2:51:00,22.2,,,96,,1011.6,22.8,10:51 PM,,6.4,Calm,Calm,0
Mostly Cloudy,7/19/2012 3:51:00,22.2,,,96,,1012.3,22.8,11:51 PM,,11.3,Calm,Calm,0
Clear,7/19/2012 4:51:00,22.2,,,96,,1011.9,22.8,12:51 AM,,6.4,Calm,Calm,0
Clear,7/19/2012 5:51:00,22.2,,,93,,1012,23.3,1:51 AM,,9.7,Calm,Calm,0
Clear,7/19/2012 6:51:00,21.7,,,91,,1011.5,23.3,2:51 AM,,12.9,Calm,Calm,0
Overcast,7/19/2012 7:51:00,22.2,,,93,,1011.5,23.3,3:51 AM,,9.7,Calm,Calm,0
Scattered Clouds,7/19/2012 8:51:00,21.1,,,84,,1011.7,23.9,4:51 AM,,12.9,Variable,5.6,0
Overcast,7/19/2012 9:51:00,21.1,,,87,,1012.7,23.3,5:51 AM,,14.5,ENE,16.7,70
Overcast,7/19/2012 9:58:00,20.6,,,82,,1013.8,23.9,5:58 AM,,14.5,Variable,9.3,0
Overcast,7/19/2012 10:51:00,20,,,82,,1013.2,23.3,6:51 AM,,12.9,ENE,14.8,60
